,Nome do APP,Idioma,Description
75,Sofisa Direto,pt-BR,"O Sofisa Direto é o app para quem busca ótimas opções de investimentos com uma contadigital totalmente grátis! Economize com tarifas e invista para o seu dinheiro render muitomais!Abra a sua conta digital totalmente gratuita no Sofisa Direto para poder:◉ Investir em CDB, LCI e LCA com a segurança do FGC;◉ Investir em Fundos de Investimento (ações, multimercado, renda fixa, cambiais);◉ Fazer transferências via Pix, DOC e TED gratuitamente.◉ Pagar contas e boletos.Invista em CDB, LCI e LCA com a segurança do FGC ��Com a conta digital, você pode investir em CDB, LCI e LCA com a segurança da garantia de R$250 mil do FGC (Fundo Garantidor de Créditos).Invista em Fundos de Investimento ��Diversifique sua carteira com variados graus de risco e retorno através de: FundosMultimercado, Fundos de Renda Fixa, Fundos de Ações e Fundos Cambiais.Crédito Pré-aprovado com o Saque Especial ��No Sofisa Direto você encontra crédito pré-aprovado com o Saque Especial, que é vinculadoaos seus investimentos em renda fixa. Invista em CDB e aproveite seu crédito com taxasespeciais para usar como quiser e a qualquer momento, exceto Liquidez diária.Faça transferências gratuitas e pagamentos ✌Com a conta digital você faz transferências via Pix, TED e DOC gratuitamente e paga contas eboletos.Encontre o Melhor Investimento para o seu perfil ��Com nossa conta digital de investimento, você escolhe as melhores opções de acordo com seuperfil de investidor: conservador, moderado ou arrojado.Rota Financeira ⭐Ao abrir sua conta digital em nosso banco online, você conta com a tecnologia do nosso robôde investimentos para descobrir quais as melhores opções para seu dinheiro render mais: CDB,LCI, LCA ou Fundos de Investimento.Tenha um banco digital com investimentos atrelados ao CDI e, consequentemente, a Selic, erendimentos maiores do que a poupança.Invista em CDB, LCI, LCA e Fundos de Investimentos como Fundos de Renda Fixa, FundosMultimercado, Fundos de Ações, ou Fundos Cambiais, de acordo com os seus objetivos.Quer conhecer melhor o que o Sofisa Direto tem para oferecer e ver dicas de investimento?Acesse o nosso site e blog:https://www.sofisadireto.com.br/https://blog.sofisadireto.com.br/Crie sua conta Sofisa Direto 100% digital com segurança de banco e rentabilidade de corretora!"
76,Winky',pt-BR,"Acreditamos que o SIMPLES pode ser INCRÍVEL! Abra sua conta digital gratuitamente e conte com a gente para atingir seus objetivos!Seja bem-vindo à Winky’! Somos um banco 100% digital, jovem e com uma  experiência individualizada, focada totalmente no seu jeito! Abra sua conta digital grátis pessoa física ou PJ, solicite um cartão de crédito sem anuidade, tenha cashback nas compras em grandes lojas do Brasil, faça empréstimo para negativado para pagar contas ou realizar sonhos e faça pagamentos a qualquer momento com o PIX.Não importa se você é pessoa física ou PJ, conte-nos o que te motiva, quais são seus objetivos e abra sua conta digital PJ ou pessoa física agora mesmo! Veja tudo o que o banco digital Winky’ oferece para você:💯 Conta digital 100% grátis 💯Tenha uma conta digital, pessoa física ou PJ, 100% grátis e sem complicações. Consulte quando quiser suas transações e fatura do cartão de crédito sem anuidade e faça pagamentos pelo banco digital com PIX, link de pagamento e transferência online. Do jeito que você preferir! 😉💳 Cartão de crédito sem anuidade (pré-pago) 💳Cadastre-se em nosso banco digital e peça seu cartão de crédito grátis (pré-pago). Com a sua conta digital você pode acompanhar todas as informações de cartão de crédito, como fatura, saldo, limite e pagamentos num só lugar, sempre que quiser.🔁 Empréstimo para Negativado 🔁Agora você pode solicitar empréstimo pessoal na Winky' mesmo estando negativado, caso tenha seu nome como titular na conta de energia, onde as parcelas serão lançadas.🔁 Cashback 🔁Receba dinheiro de volta nas compras em grandes lojas do Brasil. É só se cadastrar, clicar na marca de sua preferência e finalizar a compra na loja de nossos parceiros. Você ainda pode ter mais vantagens utilizando cupons de desconto.🎫 Cupons de Descontos 🎫Entre no app e encontre centenas de descontos exclusivos todos os dias para você! Aproveite os cupons de ofertas de algumas das maiores redes do mundo parceiras da Winky! 💸 Pague e receba como quiser 💸Com a conta digital Winky’ você tem muito mais liberdade para escolher como vai realizar pagamentos e receber no banco digital, seja por PIX, QR Code, leitor de código ou link de pagamento.🔒 Seguro 🔒Oferecemos seguros completos e que cabem no seu bolso, a partir de R$9,99/mês. Você ainda concorre mensalmente a PRÊMIOS de R$ 20 mil.🚗 Consórcio 🚗Te ajudamos a economizar na busca por seus objetivos com planos personalizados e parcelas que cabem no seu bolso. Realize o sonho do carro, viagem ou imóvel!👍 Tenha mais segurança na sua conta digital 👍Nossa tecnologia foi desenvolvida pensando na sua segurança e de seus dados. Assim, você tem um banco digital grátis, cartão de crédito sem anuidade e uma conta digital sem complicações!✌ Conta PJ digital na palma da mão ✌Abra a conta PJ digital pelo site e acesse pelo App de onde estiver, sem custo fixo e tarifa zero para facilitar o seu dia a dia. Com cartão de débito pra movimentar a conta de forma fácil, TED, PIX PJ gratuito, transferência online e outros benefícios.😉 Experiência personalizada 😉No banco digital Winky’, sua experiência é voltada pra você. Abra sua conta digital grátis, peça seu cartão de crédito e débito e realize pagamentos e alcance seus objetivos!⭐Crypto moedas ⭐Abrindo a conta Winky"" plus, você recebe cashback em crypto moedas, como bitboin e muitas outras. E o melhor, você pode assinar agora mesmo a conta  Winky' plus e cancelar a qualquer momento.Caso tenha dúvidas ou sugestões sobre o cartão de crédito sem anuidade, conta digital PJ ou PF, PIX ou outro serviço, oferecemos atendimento 24h pelo app. Abra sua conta digital Winky', peça seu cartão cartão de crédito sem anuidade (pré-pago) e débito, receba e envie PIX.Seja um membro da comunidade Winky’!"
77,Vaga Inteligente,pt-BR,"Quer praticidade, segurança e comodidade sempre que precisar procurar onde estacionar seu carro? Com o Vaga inteligente você garante tudo isso! No app, você reserva vagas com antecedência em estacionamentos, consegue pagar ticket sem pegar filas, marca a posição do seu carro e encontra a vaga mais próxima de onde está em ruas, arenas, shoppings e aeroportos!🚗Estacionamentos Rotativo Digital, Área Azul ou Zona Azul estão disponíveis nas seguintes cidades:📍 São Paulo:- Americana- Araraquara- Itatiba- Jacareí- Limeira- Mauá- Mogi das Cruzes- Pindamonhangaba - Piracicaba- Rio Claro- Santa Bárbara D’Oeste- Santo André- São Bernardo do Campo-SBC- São Carlos- São João da Boa Vista- Taubaté 📍 Espírito Santo:- Vila Velha📍 Minas Gerais:- Juiz de Fora📍 Santa Catarina:- Jaraguá do Sul❗Para estacionar em SÃO PAULO (SP), baixe o app Estapar - Nova Zona Azul - SP!Aproveite a nova experiência de cadastro rápido e eficiente, estacione com segurança e agilidade. Use biometria ou reconhecimento facial para acessar o app e conte com as novas telas feitas para você aproveitar o melhor do Vaga Inteligente.Se você vai se tornar mensalista, viajar com segurança, estudar ou fazer compras no comércio, o app Vaga Inteligente é a solução digital para você reservar vagas em estacionamentos antecipadamente, estacionar seu veículo e comprar seu ticket de estacionamento digital com comodidade e segurança em arenas, shoppings e aeroportos! Além disso, é possível renovar ticket Zona Azul com muito mais facilidade, pagando com cartão de crédito e evitando filas! Utilize o app Vaga Inteligente para:- Ativar a Zona Azul Digital, Área Azul Digital e Estacionamentos Rotativo em 20 cidades pelo Brasil;- Renovar o período rotativo de utilização de onde estiver e evitar multas para o seu veículo;- Pagar ticket e renovar ticket;- Reservar vagas de estacionamento nos maiores aeroportos do país. Viaje com tranquilidade e mais segurança com o serviço Estapar Reserva.Veja abaixo os benefícios para estacionar seu veículo em vagas de estacionamentos que somente a Estapar oferece!🚦Reservar vagas de estacionamentoVai viajar? Garanta sua vaga em estacionamentos de aeroportos, vá de carro e estacione com muito mais segurança e conforto.💰Pagar estacionamento rotativo digitalVocê pode comprar o bilhete das vagas de Zona Azul, Área Azul ou Estacionamentos Rotativo Digital pelo celular, com cartão de crédito, com muito mais agilidade para poder estacionar. ✔Recarregar créditosCompre créditos e use em vários serviços disponíveis no app, como: estacionar carro, reservar vagas em arenas, estádios e aeroportos, se tornar mensalista e, claro, pagar ou renovar ticket dos estacionamentos rotativo digital.🕵Localizar estacionamentosEncontre vagas na Estapar mais próxima de você e trace a melhor rota de trânsito para estacionar carro. Estacione com facilidade em uma área azul ou estacionamento rotativo digital;🚗Localizar seu veículoEncontre seu carro dentro do estacionamento digital por meio de QR Code ou GPS;Ficou mais fácil estacionar! Baixe agora o aplicativo da maior rede de estacionamentos da América Latina, encontre vagas e estacione com facilidade e rapidez em diversas cidades do Brasil!O Vaga Inteligente da Estapar é um app que facilita sua vida na hora de estacionar e procurar por vagas. Com ele é possível ativar área azul digital para estacionar em várias cidades, renovar ticket Zona Azul, reservar vagas de estacionamento em aeroportos, contratar serviço de mensalista e muito mais!"
78,Zona Azul SP,pt-BR,"Não perca mais tempo procurando vaga para estacionar em São Paulo! Com o app Nova Zonal Azul, você não corre o risco de levar multa. Estacione com segurança e facilidade nas ruas da capital paulista. Aqui você consegue cadastrar carro, comprar, renovar e ativar seu CAD de forma simples e online e acompanhar o mapa de ocupação, sempre que precisar!📱👉Desde novembro de 2020, a Estapar é a responsável exclusiva pelos serviços da Nova Zona Azul na cidade de São Paulo - SP. Baixe o app Estapar Nova Zona Azul - SP para comprar CAD (Cartão Azul Digital) e pagar estacionamento CET com segurança, agilidade e praticidade em São Paulo!‼ Este aplicativo é válido apenas na CIDADE de São Paulo, para estacionar carro em outras cidades, utilize o App Estapar Vaga Inteligente.🚙Estacione com segurançaA Estapar é a nova e única responsável pela gestão e operação do serviço de Zona Azul Digital na capital paulista, e você conta com muitos benefícios. Com a chegada da Estapar, você tem a garantia de rotatividade das vagas de estacionamento CET, além de mais comodidade e facilidade na hora de estacionar seu veículo e comprar cartão azul digital.⚠ Desde o dia 15/02/2021, operamos com exclusividade na compra e ativação do Cartão Azul Digital (CAD) no app Estapar Nova Zona Azul - SP.Pelo app, você tem acesso a todas as funcionalidades para estacionar seu carro. Veja como é fácil utilizar o aplicativo:- Após baixar o app, crie um cadastro digitando seu nome, telefone, CPF, e-mail e uma senha;- Confirme o setor onde irá estacionar o veículo ou digite o local desejado no campo de busca;- Cadastre um novo veículo;- Selecione o tempo desejado;- Insira um cartão de crédito e pronto, estacione!Conheça as vantagens de utilizar o app Estapar:🚦Mapa de OcupaçãoAgora você encontra vagas para estacionar seu veículo pela cidade de São Paulo com mais comodidade e agilidade através do nosso mapa que mostra a ocupação de vagas em tempo real no estacionamento rotativo CET nas ruas.💰Carteira VirtualAgora ficou mais fácil comprar créditos ou CADs pelo app. Você pode deixá-los em sua carteira virtual e utilizar quando quiser, seja para pagar estacionamento CET ou renovar o seu CAD.✔Ativação 100% DigitalCom o novo app da Estapar, você continua comprando Cartão Azul Digital (CAD) e o ativando diretamente pelo celular, de um jeito fácil e prático para utilizar o estacionamento rotativo CET em SP.📱Renovação a DistânciaQuando o seu CAD estiver próximo de vencer, nós te avisaremos e você poderá renovar de onde você estiver, sem a necessidade de retornar ao veículo utilizando os créditos da sua carteira virtual ou cartão de crédito. 🚙Estacione com Zona Azul Digital Para EmpresasTambém temos a solução ideal para a sua empresa. Acompanhe em tempo real os gastos da sua frota e defina por colaborador os limites de uso diários, semanais ou mensais de CADs no estacionamento CET. Além do app, você conta com um portal exclusivo para controle da Zona Azul digital de sua equipe para estacionar carro em São Paulo - SP.O app oferece recursos para comprar e renovar tíquete de estacionamento CET sem precisar utilizar o comércio local.  Baixe o app e tenha todas as facilidades para estacionar veículo, utilizar o estacionamento rotativo CET da cidade, comprar CAD e muito mais!Aonde quer que você vá, Zona Azul e Estapar!Saiba mais sobre o aplicativo e a portabilidade do Saldo de CADs em nosso site: www.estapar.com.br/novazonaazulsp"
79,Justos,pt-BR,"Dirigir bem e pagar menos é justo! Você sabia que para determinar o preço da apólice do seguro auto nós usamos a tecnologia de Telemetria para saber a qualidade da direção dos nossos clientes? Ou seja, quem dirige bem pode ganhar de 50% OFF no primeiro mês até 1 ano de Seguro Auto grátis!A Justos nasceu pra tornar os seguros mais fáceis, rápidos, justos e acessíveis.Por que contratar seguro auto conosco? Porque com a Justos você pode:• Dirigir com nosso aplicativo para receber o preço do seu novo seguro auto e ainda pagar menos;• Acessar tudo dentro pelo app, sem burocracia;• Ter planos personalizados para suas necessidades;• Adicionar ou tirar coberturas, assistências 24h, veículos e motoristas quando quiser;• Tirar fotos e reportar imprevistos em menos de 5 minutos.E tem mais:• Todos os planos têm direito à assistência 24h;• Convide amigos e ganhe bônus;• Dirija bem e ganhe mais desconto mensal no seu plano.A Justos oferece cobertura completa com preço justo para seu carro.Aqui na Justos, você pode contratar seu seguro auto em menos de 2 minutos, não tem que esperar dias ou até semanas. Nossos planos são mensais e, se o contratante desejar, pode cancelar seu plano a qualquer momento.Você também pode montar o plano mais adequado para sua rotina e mudar as coberturas quando quiser :)Os planos possuem:• Coberturas para colisões, roubo, incêndio, desastres naturais, danos à terceiros e passageiros.• Assistências 24h, como guincho, pane, chaveiro e muito mais!Baixe o aplicativo e descubra o desconto que você merece! Com a Justos, contratar seguro auto nunca foi tão fácil.Saiba mais: https://www.justos.com.br"
80,PicPay,pt-BR,"Abrir a sua conta digital PicPay é bem rápido e não custa nada! Além de levar poucos minutos, você garante: uma conta digital com rendimento maior do que a poupança, cartão de crédito sem anuidade, cashback em todas as suas compras e você ainda pode parcelar seus boletos em até 12x, tudo isso com muita segurança! O PicPay é uma Instituição de Pagamento que busca revolucionar a forma como as pessoas lidam com o dinheiro.Com o PicPay você pode:- Realizar transferências para outras pessoas, sem taxas, pela sua carteira digital ou por pix para qualquer instituição bancária.- Com a sua Conta Digital grátis, seu dinheiro fica seguro e rende mais que a poupança!- Pagar contas e parcelar boletos em até 12x com cartão de crédito.- Ganhar cashback (dinheiro de volta) em diversas compras, direto no saldo da sua Conta Digital grátis.- Recarregar o celular de qualquer lugar;- Recarregar o seu cartão de transporte pelo app, evitando filas e agilizando o seu dia a dia (Válido para São Paulo, Ribeirão Preto, Diadema, Taubaté, Sorocaba, Rio de Janeiro e Pelotas);- Comprar créditos para games online;- Comprar crédito online para os seus serviços digitais favoritos, como Uber e Ifood, usando o saldo da sua Conta Digital.- Comprar créditos da sua operadora de TV por assinatura ou serviço de streaming;- Fazer pagamentos nos milhares de estabelecimentos que usam o PicPay Empresas ou via QR Code nas maquininhas Cielo, Rede e Getnet;E além de tudo isso, tem sempre uma promoção nova para você aproveitar e ganhar dinheiro de volta. Pode ser no mercado, pagando amigos, na farmácia: basta ficar ligado nas mensagens que nós mandamos!O PicPay traz todas as facilidades que você precisa em uma única conta digital, é gratuita, tem cartão de crédito sem anuidade, faz transferências, pix, pagamento de contas e boletos parcelados. E o seu dinheiro ainda rende mais que a poupança!Com o PicPay, pagar e receber dinheiro é mais fácil do que enviar mensagens.Baixe agora e aproveite a sua conta digital com cartão de crédito sem anuidade!PicPay – todo mundo usa. Todo lugar aceita.Precisa de ajuda? Acesse o nosso site https://picpay.com/Siga as nossas redes sociais: Instagram, Facebook, Linkedin, Twitter e Youtube."
81,PicPay Empresas,pt-BR,"Quer modernidade e facilidade para gerenciar a sua empresa? O PicPay Empresas é para você! Ideal para MEI e PJ, a nossa conta digital é totalmente gratuita e conta com vários benefícios para empresários e microempreendedores, com Taxa Zero por 30 dias! Com o PicPay para Empresas, você pode administrar as finanças, fazer transações, vender e receber dinheiro do seu negócio de forma simples, prática, na palma da sua mão e quando quiser, tudo isso vendendo mais sem maquininha de cartão e por QR Code. E o melhor: novos usuários do PicPay Empresas recebem TAXA ZERO por 30 dias.Esqueça as contas digitais PJ burocráticas. Confira as melhores vantagens do PicPay Empresas que vão fazer a sua empresa crescer ainda mais:• Receba direto em sua Conta Digital PJ• Venda sem maquininha de cartão e sem burocracia• Gerencie as vendas de sua empresa em tempo real• Sem adesão, aluguel ou mensalidade• Venda com QR Code, Pix ou link de pagamento• Controle suas vendas em tempo real• Venda de qualquer lugar, a vista ou parcelado, sem precisar de maquininha de cartão• Escolha quando receber e quanto pagar por venda• Saques• Transferências• Extrato por período• Taxa zero por 30 dias para novas empresas • E muito mais!O PicPay é Instituição de Pagamento que busca revolucionar a forma como as pessoas lidam com o dinheiro. Nossa conta digital é perfeita para EMPRESAS de qualquer tamanho, basta ter CNPJ, MEI ou PJ! Baixe já o app, cadastre a sua empresa e aproveite todas as vantagens de vender sem maquininha de cartão, utilizando links, pix ou QR Code, tudo para simplificar suas vendas e fazer a gestão da sua Conta Digital PJ pelo celular e com Taxa Zero por 30 dias. Quer saber mais sobre o PicPay Empresas? Então acesse o nosso site: https://www.picpay.com/site/empresas"
82,Bate-Papo UOL,pt-BR,"Seja VIP e ganhe um presente da Panini: um álbum de figurinhas oficial da Copa do Mundo Fifa. Aproveite que é por tempo limitado. O Bate-papo UOL, o chat mais famoso do Brasil, está de cara nova!São muitas novidades na palma da sua mão: além de poder conversar com milhares de pessoas, de qualquer gênero, de qualquer idade e local do país. Você agora pode deixar seu papo muito mais interessante e apimentado com nossas novas funcionalidades!Agora você pode acessar salas de qualquer lugar do app, encontrar pessoas ainda mais perto de você, favoritar as salas que mais gosta e aumentar suas amizades e contatinhos. Não pára por aí, dentro das salas você tem mais interações com as pessoas através de reações, responder diretamente aquela conversa e pode até mencionar outros usuários nas suas mensagens e para sua conversa se tornar ainda mais divertidas envie gifs para deixar a sala em que está muito mais animada.O app é totalmente grátis para baixar e usar! Comece suas conversas agora mesmo, faça amigos e conheça sua cara metade. Nós do Bate-Papo UOL damos aquela força, o resto é com você!Conheça as salasAgora com muito mais salas de chat disponíveis, você vai bater muito mais papo e fazer muito mais amigos pelo seu iPhone ou iPad. No Bate-papo UOL, você vai conhecer pessoas de outras cidades e regiões. Assim você não fica sem falar, sempre terá alguém bem interessante para um bom papo. Converse com milhares de pessoas em cerca de 4 mil salas sobre diferentes assuntos, como:Perto Daqui - Você pode conversar com pessoas e amigos que estão ao seu redor: selecione a opção “Pessoas Perto Daqui” e o aplicativo funcionará como um radar, te mostrando quem está a um raio de até 10km de sua localização. Então, escolha no máximo nove pessoas para criar uma sala de chat privada e troque mensagens.Namoro - É onde o bate-papo fica mais quente, onde você pode apimentar suas conversas e onde você pode encontrar uma pessoa que é o amor da sua vida ou flertar de forma mais estimulante com homens e mulheres. Basta escolher uma das salas disponíveis, como “Namoro virtual”, “Namoro LGBT”, “Românticos”, “Loiros”, “Moreno” ou “Ruivos”.Amizade - É para procurar novas amizades ou encontrar velhos amigos. Basta escolher uma das salas disponíveis, como “Amizade virtual”, “Amizade colorida” ou “Amizade LGBT”.Por Idade - Encontre pessoas da sua idade para ter conversas animadas e encontrar pessoas mais velhas para trocar experiências.Cidades e Regiões - Essas salas são para você que gosta de conversar com pessoas de diferentes cidades e regiões do Brasil ou de outros países para conhecer outras culturas.Papo Sério - Quem gosta de discutir diferentes assuntos, aqui é o local ideal com salas temáticas. Entre no chat, confira o que está rolando e faça novos amigos que têm os mesmos interesses.Recursos do AplicativoO app conta com as funcionalidades do site, como falar reservadamente ou para todos e como o envio de mensagens com emoticons. Além disso, ele também permite:- Conversar com pessoas através do “Perto Daqui” e refinar sua busca para mais próximo;- Fazer chamadas de vídeo;- Participar de várias salas simultaneamente;- Buscar por temas, salas e pessoas;- Receber imagens;- Manter sua identidade anônima através de um apelido;- Mencionar, responder e enviar gifs dentro das salas;- Favoritar e acessar todas as salas de um único espaço."
83,Época Cosméticos,pt-BR,"A #FestadoRosa já começou para o nosso aniversário de 16 anos! 🎁✨ Se jogue na comemoração, garanta presentes pela metade do preço e aproveite as diversas ofertas e brindes para você, todos os dias.No app da Época Cosméticos você encontra Kits EXCLUSIVOS! 🌟Economize com kits de maquiagens, kits de perfumes e muito mais contendo seus produtos favoritos e receba na sua casa com FRETE GRÁTIS*! 💄Já pensou em ter uma loja de maquiagem e produtos de beleza completa na palma da sua mão para fazer compras online com PROMOÇÕES IMPERDÍVEIS? No app da Época Cosméticos, você encontra um catálogo de mais de 15 mil produtos como perfumes, maquiagens, batom, cosméticos, produtos de luxo, creme hidratante, protetor solar, pós sol e protetor solar capilar com ofertas e descontos exclusivos!Confira tudo o que você encontra no app Época Cosméticos:🎀 PerfumesNa Época Cosméticos você encontra a maior variedade no catálogo de perfumes importados e nacionais. Confira as diversas famílias olfativas das melhores marcas e aproveite para comprar perfumes femininos e masculinos, escolhendo seu favorito!Além de encontrar as melhores marcas reunidas em um único lugar, você ainda confere ofertas incríveis para comprar perfumes para você ou para presentear as pessoas que você ama. Esquenta para a black friday.💄 MaquiagensTenha uma loja de maquiagem completa na palma da sua mão! No app, é possível comprar maquiagens das melhores marcas e garantir uma makeup perfeita para qualquer ocasião. E o melhor, em nossa loja online você ainda aproveita ofertas exclusivas de maquiagem! Condições de Black Friday o ano inteiro!Encontre os melhores preços nas linhas de batom, corretivo, base hidratante, iluminador, blush, rímel e muito mais para fazer suas compras online. Está esperando o quê? Baixe agora mesmo o app e complete sua maleta de maquiagem com a loja online da Época! Compre produtos separados ou economize garantindo um kit de maquiagem na promoção!💇🏽 CabelosTenha um salão de beleza profissional na sua casa! Aqui, além de poder comprar maquiagens e produtos de beleza, você ainda encontra uma linha completa de produtos para todos os tipos de cabelo, inclusive produtos profissionais.Aproveite para comprar online e tenha as melhores marcas de shampoo, condicionador, máscaras, protetor solar capilar, kits de tratamento, coloração e muitos mais. E além de contar com ofertas exclusivas, você também conta com FRETE GRÁTIS*!🧴 Dermocosméticos e Cuidados PessoaisE se você curte uma rotina de skincare, está no lugar certo! Temos diversos produtos para você que quer cuidar da pele diariamente e deixá-la pronta para receber os produtos de sua maleta de maquiagem. Além de itens para o rosto, você também encontra produtos para tratamento, cuidado e hidratação de todo o corpo: protetor solar, creme hidratante, pós sol e mais. Compre produtos separados ou economize comprando um kit de skincare.Que tal ter uma loja de perfumes e maquiagem sempre com você? Confira todas as nossas categorias de produtos de beleza e aproveite nossas promoções com preço de black friday para comprar perfumes, maquiagens, cosméticos, kit de maquiagem, kit de skincare ou kit de presente e diversos outros itens para o seu dia a dia.As melhores marcas, incluindo as profissionais, estão reunidas em um único lugar, para você comprar maquiagens e tudo o que precisa em apenas alguns cliques, sem precisar sair de casa. E para deixar suas compras ainda melhores, você recebe na sua casa com FRETE GRÁTIS*.Além de encontrar uma grande variedade de makeup, batom, produtos de beleza, maleta de maquiagem e perfumes importados e nacionais em nossa loja online.O app Época Cosméticos é o app de maquiagem e loja de perfumes mais completo para você comprar online. Baixe agora mesmo e aproveite nossas promoções de produtos de beleza!*Consulte o regulamento de frete grátis no site ou no app."
84,Zattini,pt-BR,"Dê um #Zatt na primavera, no verão, na estação! Na Zattini você encontra os lançamentos da nova estação para ficar na moda com descontos imperdíveis e frete grátis*! Sabe aquela sandália que tem cara que vai ser o hit do verão? Tem aqui! Além de bolsas e calçados coloridos para combinar com a energia da nova estação, e muitas blusas, shorts e vestidos com as estampas mais desejadas da temporada.Baixe agora o app e encontre OFERTAS imperdíveis!Com o aplicativo da Zattini você tem uma loja de roupas online completa para você sempre se manter na moda com preço de black friday o ano todo!São mais de 100 mil produtos das melhores marcas da moda feminina e masculina, sapatos, tênis e acessórios para renovar seu guarda-roupa com as principais tendências da moda em nossa loja online.Aproveite a seção de outlet e garanta vestidos, shorts, bolsas, casacos, camisetas, sapatos e tênis com preços de black friday. Com o app de moda da Zattini você realiza o pagamento com um clique, com segurança, conforto e praticidade.Confira tudo o que você pode encontrar em nossa loja de roupas online:👖 Moda Feminina e MasculinaEncontre um catálogo completo com as melhores roupas femininas e masculinas para renovar seu visual. Comprar roupas online é fácil. Navegue em nossas categorias, escolha as peças que mais combinam com você e aproveite nossas promoções  e outlet online!Encontre descontos no app de moda online, com várias opções de shorts, casacos, moletons, jaquetas, camisetas, vestidos, blusas e mais. Com certeza você encontrará o item perfeito para o seu estilo com ofertas e descontos IMPERDÍVEIS. Faça suas compras online com alguns cliques em nossa loja de roupas femininas e masculinas online.👠 Calçados Online e AcessóriosAlém de comprar na loja de roupas online, encontre opções incríveis de sapatos, sandálias e acessórios para completar o look. Não importa se precisa de um visual mais casual ou mais elegante, aqui você encontra o item perfeito com promoções online incríveis!Baixe nossa loja de roupas online e confira as opções de calçados femininos e masculinos, como tênis, sapatos e sandálias para compor o look ideal. E para dar um toque final, escolha entre as opções de cintos, carteiras e outros acessórios.👜 Outlet de Moda OnlineAs melhores promoções você encontra em nossa loja de roupas online! Todos os dias temos ofertas e descontos exclusivos para você comprar roupas femininas online, sapatos, sandálias, botas, acessórios, perfumes e maquiagem com preço de black friday. Você ainda pode receber notificações para não perder ofertas e descontos em nossa loja online.Em nosso outlet de moda online, temos diversos itens da moda feminina e moda masculina, como shorts, vestidos, camisetas, blusas, além de calçados online com ofertas e descontos IMPERDÍVEIS!💄 Perfumes e MaquiagemAlém de moda masculina e feminina, em nossa loja online você encontra um catálogo completo com as melhores marcas de perfumes e maquiagem. Assim, você faz as compras online de tudo o que precisa em um só lugar!Que tal ter uma loja de roupas online na tela do celular para fazer compras online com frete grátis*? Aqui você pode! Encontre vários modelos de roupas femininas e masculinas como: blusas, camisetas, vestidos, sapatos, bolsas e outros itens de moda online!E sabe aqueles produtos que você amou? Você pode adicioná-los na sua lista de desejos para ver mais tarde! Assim, você aproveita para fazer suas compras online caso eles entrem em nosso outlet de moda online.Depois de comprar em nossa loja de roupas online, acompanhe o status do pedido direto no app!São milhares de produtos a preço de black friday com ofertas, roupas femininas e masculinas, exclusivas e frete grátis* no app de moda da Zattini!*Consulte o regulamento de FRETE GRÁTIS."
85,Remessa Online,pt-BR,"Já se cansou da complicação de pagar altas taxas, da burocracia e da demora para enviar ou receber dinheiro do exterior? Baixe o app Remessa Online para Pessoa Física (PF) e faça tudo isso com facilidade, agilidade e segurança, e com uma das menores taxas do mercado. E se precisar de suporte, conte com nossa equipe de especialistas: é só chamar no app.Não importa se a transferência internacional é em Dólar, Euro, Libra, Iene, Franco, Peso, Yuan ou outra moeda: são mais de 100 países disponíveis para transações com uma conta internacional!Aproveite também o cupom de 30% de desconto na 1ª e 2ª transferência internacional*Faça seu cadastro de forma gratuita, rápida e fácil para aproveitar a melhor experiência de envio e recebimento de dinheiro do exterior. Realize suas operações, consulte o custo e o status da transação, confira a taxa de câmbio e acesse o histórico das suas transferências.Veja abaixo tudo o que você pode fazer no aplicativo:- Transferências internacionais (receber e transferir Dólar, Euro, Libra, Iene, Franco, Peso, Yuan e muitas outras moedas)- Enviar dinheiro para o exterior e acompanhar as transferências em andamento- Receber dinheiro do exterior- Acompanhar suas transações e receber notificações em tempo real- Consultar os limites de envio e recebimento de dinheiro dentro do app- Consultar seu histórico de transferências- Consultar o custo e taxa de câmbio da sua transferência internacional- Enviar dinheiro para beneficiários no exterior, cadastrados no app- Compartilhar o comprovante de envio com seus contatos- Ativar as notificações para acompanhar as novidades da RemessaQuer enviar dinheiro ou receber de conta internacional? É só baixar o aplicativo da Remessa Online para Pessoa Física.Realizar transferências em Dólar, Euro, Libra, Iene, Franco, Peso, Yuan ou outra moeda é na Remessa Online: São  mais de 100 países disponíveis! Realize suas operações e consulte o custo, taxa de câmbio e histórico.O App da Remessa Online é exclusivo para Pessoa Física (PF), mas se você é Pessoa Jurídica (PJ), fique de olho nas nossas comunicações e aguarde ou clique aqui para realizar transferências internacionais para PJ pelo nosso site: https://business.remessaonline.com.br/Baixe o app e faça sua transferência internacional com uma das menores taxas do mercado, agilidade e segurança!*Limite de R$ 15 mil por transação"
